"species","n_LAI","mean_LAI","sd_LAI","se_LAI","within_sp_var_LAI"
"Megachile_okinawana","1","97",NA,NA,"9167.893166"
"Atoposmia_abjecta","20","58.3","101.201779","22.629406","458.394658"
"Osmia_gaudiosa","43","31.674419","73.007736","11.133575","213.206818"
"Osmia_giffardi","11","33.909091","73.674221","22.213613","833.444833"
"Atoposmia_mirifica","9","87.444444","125.673298","41.891099","1018.654796"
"Ashmeadiella_rufitarsis","15","79","110.270447","28.471707","611.192878"
"Chelostoma_emarginatum","22","80.136364","97.504235","20.787973","416.722417"
"Chelostoma_marginatum","21","53.285714","86.077955","18.78375","436.566341"
"Stelis_hurdi","2","28.5","14.849242","10.5","4583.946583"
"Megachile_foersteri","5","6","3","1.341641","1833.578633"
"Hoplitis_zuni","9","33.444444","83.135599","27.711866","1018.654796"
"Stelis_anthracina","10","29","79.425717","25.116617","916.789317"
"Osmia_melanopleura","40","35.625","64.684515","10.22752","229.197329"
"Pararhophites_orobinus","3","171","145.492268","84","3055.964389"
"Osmia_vandykei","16","54.75","99.596185","24.899046","572.993323"
"Chelostoma_styriacum","1","255",NA,NA,"9167.893166"
"Coelioxys_inermis","201","97.343284","105.934445","7.47204","45.611409"
"Osmia_thysanisca","6","51.166667","100.148723","40.885545","1527.982194"
"Osmia_tanneri","12","26.75","72.031716","20.793765","763.991097"
"Megachile_ericetorum","159","93.150943","103.218595","8.185767","57.659705"
"Megachile_mossambica","13","121.307692","96.019429","26.630998","705.222551"
"Stelis_semirubra","3","14","7","4.041452","3055.964389"
"Benanthis_madagascariensis","3","186.666667","118.356805","68.333333","3055.964389"
"Hylaeus_dilatatus","133","92.849624","104.165988","9.032337","68.931528"
"Colletes_halophilus","32","211.1875","84.473488","14.932944","286.496661"
"Colletes_dimidiatus","6","174","125.491036","51.231501","1527.982194"
"Colletes_daviesanus","289","103.069204","107.996923","6.35276","31.722814"
"Hylaeus_punctulatissimus","59","89.016949","98.725061","12.852908","155.38802"
"Colletes_similis","211","96.436019","106.164201","7.308645","43.449731"
"Colletes_succinctus","218","94.665138","99.315087","6.726466","42.054556"
"Cadeguala_occidentalis","38","118.526316","92.252807","14.965381","241.260346"
"Hylaeus_affinis","137","70.678832","104.43496","8.922481","66.918928"
"Colletes_cyanescens","41","114.268293","100.172857","15.644372","223.60715"
"Diphaglossa_gayi","24","154.333333","87.535666","17.868143","381.995549"
"Chilicola_plebeia","3","94.333333","139.575547","80.58398","3055.964389"
"Chilicola_minor","4","80.75","75.689607","37.844803","2291.973292"
"Cadeguala_albopilosa","30","115.966667","90.037342","16.438494","305.596439"
"Caupolicana_gayi","18","185.555556","96.538455","22.754332","509.327398"
"Chilicola_hahni","2","19.5","7.778175","5.5","4583.946583"
"Chilicola_herbsti","12","69.5","93.391162","26.959706","763.991097"
"Caupolicana_fulvicollis","19","198.789474","91.512949","20.99451","482.520693"
"Hylaeus_nigritus","106","78.669811","99.434182","9.657902","86.489558"
"Hylaeus_lineolatus","42","44.261905","70.535257","10.883826","218.283171"
"Hylaeus_gredleri","71","75.478873","91.022267","10.802356","129.125256"
"Chilicola_guanicoe","2","255","0","0","4583.946583"
"Hylaeus_confusus","309","83.76699","101.849603","5.794021","29.669557"
"Colletes_hylaeiformis","24","82.375","102.862852","20.996792","381.995549"
"Hylaeus_kahri","32","53.78125","88.553514","15.654198","286.496661"
"Xeromelissa_chusmiza","1","3",NA,NA,"9167.893166"
"Hylaeus_clypearis","66","78.575758","93.381444","11.494461","138.907472"
"Hylaeus_cornutus","64","96.84375","101.394752","12.674344","143.248331"
"Xeromelissa_brevimalaris","2","129","178.190909","126","4583.946583"
"Hylaeus_pfankuchi","28","83","102.169793","19.308276","327.424756"
"Hylaeus_pectoralis","87","106.126437","109.717269","11.762926","105.378082"
"Hylaeus_angustatus","133","56.827068","87.115607","7.553881","68.931528"
"Hylaeus_paulus","22","78.954545","98.639062","21.029919","416.722417"
"Hylaeus_incongruus","150","74.54","102.731724","8.38801","61.119288"
"Chilicola_rubriventris","5","67","106.174385","47.482628","1833.578633"
"Chilicola_packeri","3","255","0","0","3055.964389"
"Lonchopria_zonalis","18","159.277778","98.031091","23.10615","509.327398"
"Colletes_mlokossewiczi","23","35.391304","69.90301","14.575785","398.604051"
"Chilicola_chalcidiformis","6","168.333333","78.413434","32.01215","1527.982194"
"Hylaeus_variegatus","114","71.315789","89.075618","8.342696","80.420115"
"Xeromelissa_machi","1","255",NA,NA,"9167.893166"
"Colletes_nasutus","16","78.875","106.448657","26.612164","572.993323"
"Xeromelissa_wilmattae","2","255","0","0","4583.946583"
"Caupolicana_dimidiata","5","157","134.192027","60.012499","1833.578633"
"Colletes_graeffei","1","18",NA,NA,"9167.893166"
"Chilicola_vernalis","18","125.333333","112.303161","26.470109","509.327398"
"Hylaeus_alpinus","14","49.428571","87.566866","23.403229","654.849512"
"Colletes_floralis","109","111.59633","117.408997","11.245742","84.109112"
"Colletes_fodiens","74","127.148649","110.650837","12.862899","123.890448"
"Hylaeus_sinuatus","57","62.947368","85.27276","11.294653","160.840231"
"Hylaeus_gracilicornis","37","71.864865","106.010786","17.428066","247.780896"
"Hylaeus_styriacus","51","81.352941","98.346494","13.771264","179.762611"
"Scrapter_carysomus","1","7",NA,NA,"9167.893166"
"Scrapter_calx","12","70.666667","111.226496","32.108324","763.991097"
"Colletes_capensis","43","47.465116","85.799697","13.084331","213.206818"
"Colletes_furfuraceus","10","77.1","83.804601","26.501342","916.789317"
"Niltonia_virgilii","2","124.5","74.246212","52.5","4583.946583"
"Hylaeus_nivalis","14","33.571429","66.095169","17.664677","654.849512"
"Xeromelissa_obscura","1","3",NA,NA,"9167.893166"
"Hylaeus_difformis","68","70.529412","91.43197","11.087755","134.821958"
"Lonchopria_similis","17","194.941176","92.801852","22.507755","539.287833"
"Hylaeus_pilosulus","6","34.333333","12.468627","5.090296","1527.982194"
"Colletes_marginatus","88","134.409091","114.508207","12.206616","104.180604"
"Geodiscelis_longiceps","1","255",NA,NA,"9167.893166"
"Chilicola_randolphi","3","151","108.221994","62.481997","3055.964389"
"Hylaeus_tyrolensis","18","45.777778","76.73373","18.086314","509.327398"
"Colletes_jankowskyi","4","16.75","9.604686","4.802343","2291.973292"
"Caupolicana_quadrifasciata","12","55.083333","80.277313","23.174064","763.991097"
"Hylaeus_moricei","19","97.157895","110.926033","25.448177","482.520693"
"Hylaeus_glacialis","6","48.166667","101.351698","41.376657","1527.982194"
"Chilicola_curvapeligrosa","1","255",NA,NA,"9167.893166"
"Colletes_nigricans","23","38.478261","68.866716","14.359703","398.604051"
"Chilicola_charizard","1","7",NA,NA,"9167.893166"
"Colletes_dusmeti","4","140.75","132.318744","66.159372","2291.973292"
"Colletes_abeillei","17","102.470588","116.621781","28.284937","539.287833"
"Hylaeus_relegatus","28","203.785714","76.823683","14.518311","327.424756"
"Hylaeus_cardioscapus","42","82.928571","116.738272","18.013106","218.283171"
"Caupolicana_vestita","5","210.4","99.728632","44.6","1833.578633"
"Hylaeus_noomen","1","255",NA,NA,"9167.893166"
"Hylaeus_capitosus","13","158.461538","94.388042","26.178533","705.222551"
"Hylaeus_sulphuripes","20","138.4","119.839542","26.796936","458.394658"
"Caupolicana_bicolor","2","255","0","0","4583.946583"
"Colletes_lacunatus","12","178.916667","112.534809","32.486001","763.991097"
"Colletes_brevigena","4","70.75","122.996951","61.498476","2291.973292"
"Colletes_collaris","12","96.083333","117.525594","33.926717","763.991097"
"Colletes_eous","17","76","103.352552","25.066676","539.287833"
"Leioproctus_pango","8","164.875","77.955001","27.561255","1145.986646"
"Colletes_esakii","4","193","124","62","2291.973292"
"Willinkapis_chalybaea","9","13.333333","11.800424","3.933475","1018.654796"
"Colletes_bicolor","37","120.945946","115.6472","19.012283","247.780896"
"Colletes_alini","2","129","178.190909","126","4583.946583"
"Colletes_fasciatus","6","11","5.621388","2.294922","1527.982194"
"Hylaeus_globulus","4","79.75","119.106045","59.553022","2291.973292"
"Colletes_patellatus","12","141.333333","120.152428","34.685018","763.991097"
"Colletes_perezi","11","210.545455","98.961976","29.838158","833.444833"
"Colletes_malmus","25","43.36","49.157807","9.831561","366.715727"
"Leioproctus_imitatus","25","187","81.08586","16.217172","366.715727"
"Hylaeus_matamoko","2","55.5","17.67767","12.5","4583.946583"
"Chilicola_rostrata","1","255",NA,NA,"9167.893166"
"Zikanapis_clypeata","16","42.375","64.203712","16.050928","572.993323"
"Mydrosomella_gaullei","2","185","98.994949","70","4583.946583"
"Chilicola_tregualemu","1","180",NA,NA,"9167.893166"
"Colletes_foveolaris","8","72.5","112.758908","39.866294","1145.986646"
"Caupolicana_albiventris","6","71","99.813827","40.748824","1527.982194"
"Scrapter_striatus","6","95","124.272282","50.733947","1527.982194"
"Colletes_atripes","9","146.222222","129.049194","43.016398","1018.654796"
"Scrapter_nitidus","28","77.678571","99.490202","18.801881","327.424756"
"Colletes_atacamensis","10","229.8","79.689397","25.2","916.789317"
"Colletes_nanus","11","232.090909","75.980859","22.909091","833.444833"
"Scrapter_heterodoxus","13","43.384615","67.766189","18.794959","705.222551"
"Colletes_argentinus","17","74.941176","46.661642","11.317111","539.287833"
"Colletes_gilvus","14","184.071429","116.389574","31.106422","654.849512"
"Colletes_cariniger","5","210.4","99.728632","44.6","1833.578633"
"Scrapter_ruficornis","22","32.409091","51.906197","11.066438","416.722417"
"Colletes_albohirtus","5","11.2","4.764452","2.130728","1833.578633"
"Colletes_malleatus","10","96.2","63.280329","20.010997","916.789317"
"Colletes_antecessus","14","73.428571","86.338969","23.07506","654.849512"
"Ptiloglossa_tarsata","7","53.857143","36.825845","13.918861","1309.699024"
"Colletes_maidli","8","105.75","124.050393","43.858437","1145.986646"
"Eulonchopria_psaenythioides","3","98.333333","34.019602","19.641226","3055.964389"
"Lonchopria_robertsi","12","60.5","91.522973","26.420407","763.991097"
"Colletes_alocochila","6","130.166667","136.771951","55.836915","1527.982194"
"Colletes_fusconotus","8","120.5","112.458246","39.759994","1145.986646"
"Colletes_sororcula","3","13","5.567764","3.21455","3055.964389"
"Colletes_coriandri","1","255",NA,NA,"9167.893166"
"Colletes_acutiformis","2","140","162.63456","115","4583.946583"
"Scrapter_erubescens","4","72.5","121.711407","60.855703","2291.973292"
"Colletes_gallicus","13","118.384615","113.367058","31.442365","705.222551"
"Xeromelissa_xanthorhina","3","255","0","0","3055.964389"
"Chilicola_katherinae","1","61",NA,NA,"9167.893166"
"Colletes_acutus","3","183","124.707658","72","3055.964389"
"Scrapter_chloris","4","7.75","1.5","0.75","2291.973292"
"Colletes_claripes","15","69.266667","81.405043","21.018692","611.192878"
"Colletes_marleyi","34","80.176471","72.360826","12.409779","269.643917"
"Colletes_watmoughi","1","14",NA,NA,"9167.893166"
"Colletes_opacus","5","74.8","13.682105","6.118823","1833.578633"
"Scrapter_algoensis","9","67.111111","106.760766","35.586922","1018.654796"
"Colletes_infracognitus","1","14",NA,NA,"9167.893166"
"Reedapis_bathycyanea","7","150.142857","130.795551","49.436072","1309.699024"
"Colletes_bischoffi","1","68",NA,NA,"9167.893166"
"Chilicola_styliventris","3","96.666667","137.16535","79.192452","3055.964389"
"Colletes_wolfi","2","10","0","0","4583.946583"
"Colletes_maroccanus","1","255",NA,NA,"9167.893166"
"Colletes_karooensis","4","78.75","117.851248","58.925624","2291.973292"
"Scrapter_luridus","2","7","0","0","4583.946583"
"Colletes_aureocinctus","2","7","0","0","4583.946583"
"Colletes_zygophyllum","2","7","0","0","4583.946583"
"Colletes_nieuwoudtvillei","1","7",NA,NA,"9167.893166"
"Colletes_hirtibasis","9","20.111111","13.013881","4.33796","1018.654796"
"Scrapter_armatipes","3","9.333333","4.041452","2.333333","3055.964389"
"Chilicola_lickana","1","255",NA,NA,"9167.893166"
"Scrapter_catoxys","2","5","2.828427","2","4583.946583"
"Colletes_escalerai","1","255",NA,NA,"9167.893166"
"Ptiloglossidia_fallax","5","61","35.468296","15.861904","1833.578633"
"Anthoglossa_robusta","1","21",NA,NA,"9167.893166"
"Colletes_sanctus","2","3","0","0","4583.946583"
"Caupolicana_pubescens","1","209",NA,NA,"9167.893166"
"Hylaeus_ikedai","1","255",NA,NA,"9167.893166"
"Chilicola_mayu","2","208.5","65.760931","46.5","4583.946583"
"Ptiloglossa_thoracica","4","133.75","118.904373","59.452187","2291.973292"
"Osmia_bicolor","200","84.93","97.281879","6.878868","45.839466"
"Heriades_truncorum","264","86.636364","101.86383","6.269285","34.726868"
"Heriades_crenulata","82","90.195122","104.157578","11.50228","111.803575"
"Megachile_leachella","127","138.401575","111.870834","9.926931","72.188135"
"Stelis_punctulatissima","188","86.989362","100.092149","7.29997","48.765389"
"Hoplitis_adunca","136","95.007353","103.099772","8.840733","67.410979"
"Trachusa_byssina","196","66.061224","93.99818","6.714156","46.774965"
"Coelioxys_mandibularis","115","102.391304","110.679852","10.320949","79.72081"
"Osmia_aurulenta","187","88","96.834578","7.081246","49.026167"
"Stelis_breviuscula","128","81.367188","101.809369","8.998762","71.624165"
"Anthidium_septemspinosum","87","74.206897","97.219021","10.422973","105.378082"
"Anthidium_punctatum","224","78.107143","99.838152","6.670717","40.928094"
"Megachile_maritima","149","109.187919","108.307393","8.872887","61.529484"
"Osmia_leaiana","212","86.54717","100.580838","6.90792","43.244779"
"Megachile_ligniseca","184","80.228261","100.074628","7.377599","49.825506"
"Hoplitis_leucomelana","139","67.223022","87.541381","7.425163","65.956066"
"Chelostoma_florisomne","254","80.098425","96.08664","6.029012","36.094068"
"Chelostoma_grande","11","14.636364","10.519246","3.171672","833.444833"
"Osmia_uncinata","153","82.843137","107.229164","8.668964","59.92087"
"Anthidium_loti","43","101.162791","109.180482","16.649867","213.206818"
"Coelioxys_decipiens","10","165.1","116.314182","36.781774","916.789317"
"Megachile_texana","209","82.23445","109.102931","7.546808","43.865518"
"Anthidium_chilense","40","129.05","110.605548","17.488273","229.197329"
"Rhodanthidium_sticticum","60","89.833333","105.409479","13.608305","152.798219"
"Fidelia_villosa","22","32.045455","72.666543","15.492559","416.722417"
"Notanthidium_steloides","30","88.7","92.659611","16.917253","305.596439"
"Fidelia_kobrowi","10","56.9","104.412058","33.017992","916.789317"
"Coelioxys_pergandei","25","116.08","96.25397","19.250794","366.715727"
"Euaspis_abdominalis","33","103.454545","91.07898","15.854815","277.814944"
"Anthidium_rubripes","12","92.833333","101.891059","29.413415","763.991097"
"Megachile_lefebvrei","11","81","111.815026","33.713499","833.444833"
"Megachile_pollinosa","40","120.45","98.194195","15.525865","229.197329"
"Megachile_euzona","14","98.357143","95.397635","25.49609","654.849512"
"Megachile_patellimana","4","148","123.620387","61.810193","2291.973292"
"Hoplitis_truncata","57","49.157895","78.778802","10.434507","160.840231"
"Megachile_genalis","18","104.277778","110.768336","26.108347","509.327398"
"Osmia_gallarum","43","34.976744","51.696223","7.8836","213.206818"
"Rhodanthidium_caturigense","8","75.5","110.999356","39.244199","1145.986646"
"Megachile_pilidens","97","74.824742","93.39533","9.482859","94.514363"
"Megachile_pyrenaea","80","91.65","111.389964","12.453777","114.598665"
"Osmia_rufohirta","88","87.454545","100.904975","10.756506","104.180604"
"Pseudoanthidium_scapulare","29","68.931034","87.366605","16.223571","316.134247"
"Megachile_lagopoda","123","98.471545","108.106075","9.747597","74.535717"
"Osmia_saxicola","4","78","118.304691","59.152346","2291.973292"
"Megachile_ramakrishnae","2","121","120.208153","85","4583.946583"
"Osmia_xanthomelana","36","62.555556","80.611039","13.435173","254.663699"
"Megachile_versicolor","258","104.577519","108.220465","6.737512","35.53447"
"Osmia_andrenoides","72","101.694444","109.6361","12.920738","127.33185"
"Aglaoapis_tridentata","60","80.1","98.227805","12.681155","152.798219"
"Hoplitis_ravouxi","29","52.37931","71.249769","13.23075","316.134247"
"Coelioxys_haemorrhoa","3","20.333333","4.041452","2.333333","3055.964389"
"Hoplitis_mitis","39","88.564103","106.073657","16.985379","235.074184"
"Stelis_odontopyga","11","63.818182","95.036644","28.654626","833.444833"
"Megachile_relata","3","186.666667","118.356805","68.333333","3055.964389"
"Megachile_pankus","1","3",NA,NA,"9167.893166"
"Hoplitis_lepeletieri","13","38.538462","65.678022","18.215806","705.222551"
"Osmia_parietina","186","68.784946","100.363808","7.359031","49.289748"
"Hoplitis_loti","16","32.6875","60.476683","15.119171","572.993323"
"Osmia_niveata","89","86.910112","98.283639","10.418045","103.010036"
"Anthidium_penai","8","131.875","113.397452","40.092054","1145.986646"
"Coelioxys_nasidens","4","153.75","74.928299","37.46415","2291.973292"
